click_id,banner_id,campaign_id,quarter_file
150272,495,33,2
150273,353,16,2
150274,220,13,2
150275,185,25,2
150276,449,23,2
150277,291,25,2
150278,176,37,2
150279,318,11,2
150280,450,21,2
150281,418,18,2
150282,297,4,2
150283,433,15,2
150284,483,13,2
150285,438,33,2
150286,300,6,2
150287,331,40,2
150288,241,14,2
150289,420,17,2
150290,306,10,2
150291,372,10,2
150292,466,50,2
150293,243,50,2
150294,190,38,2
150295,409,5,2
150296,370,18,2
150297,151,35,2
150298,196,22,2
150299,404,27,2
150300,174,24,2
150301,497,9,2
150302,391,17,2
150303,150,37,2
150304,195,24,2
150305,128,42,2
150306,392,30,2
150307,341,1,2
150308,255,50,2
150309,337,45,2
150310,175,21,2
150311,275,43,2
150312,263,8,2
150313,111,45,2
150314,173,1,2
150315,413,11,2
150316,273,12,2
150317,182,31,2
150318,460,29,2
150319,352,1,2
150320,272,17,2
150321,130,49,2
150322,461,37,2
150323,122,15,2
150324,308,28,2
150325,368,22,2
150326,438,29,2
150327,187,19,2
150328,255,49,2
150329,177,14,2
150330,498,36,2
150331,349,43,2
150332,221,34,2
150333,462,28,2
150334,453,5,2
150335,406,27,2
150336,418,48,2
150337,175,42,2
150338,120,38,2
150339,270,27,2
150340,390,14,2
150341,197,2,2
150342,355,48,2
150343,436,5,2
150344,225,33,2
150345,212,8,2
150346,342,5,2
150347,310,18,2
150348,482,19,2
150349,460,48,2
150350,200,43,2
150351,455,8,2
150352,284,6,2
150353,237,20,2
150354,133,12,2
150355,300,2,2
150356,415,28,2
150357,268,49,2
150358,453,15,2
150359,431,18,2
150360,492,23,2
150361,435,36,2
150362,474,28,2
150363,366,19,2
150364,465,20,2
150365,393,50,2
150366,118,24,2
150367,477,13,2
150368,404,7,2
150369,443,48,2
150370,464,11,2
150371,366,4,2
150372,246,34,2
150373,245,35,2
150374,461,15,2
150375,166,43,2
150376,217,44,2
150377,202,8,2
150378,269,24,2
150379,303,37,2
150380,485,6,2
150381,497,29,2
150382,252,31,2
150383,490,40,2
150384,446,20,2
150385,207,3,2
150386,295,18,2
150387,209,32,2
150388,338,30,2
150389,325,49,2
150390,384,36,2
150391,390,32,2
150392,244,18,2
150393,372,48,2
150394,412,8,2
150395,221,4,2
150396,487,32,2
150397,317,37,2
150398,400,46,2
150399,311,49,2
150400,340,34,2
150401,100,3,2
150402,172,14,2
150403,486,15,2
150404,308,32,2
150405,140,12,2
150406,259,40,2
150407,394,13,2
150408,416,17,2
150409,407,28,2
150410,172,2,2
150411,162,30,2
150412,144,5,2
150413,177,23,2
150414,466,8,2
150415,200,16,2
150416,176,33,2
150417,357,49,2
150418,161,35,2
150419,278,4,2
150420,181,16,2
150421,443,28,2
150422,226,27,2
150423,212,48,2
150424,473,27,2
150425,386,31,2
150426,109,9,2
150427,192,49,2
150428,269,32,2
150429,202,42,2
150430,411,14,2
150431,445,8,2
150432,402,28,2
150433,345,37,2
150434,257,18,2
150435,118,28,2
150436,334,30,2
150437,200,9,2
150438,470,8,2
150439,337,38,2
150440,170,12,2
150441,378,4,2
150442,214,50,2
150443,143,8,2
150444,212,28,2
150445,115,5,2
150446,207,21,2
150447,124,16,2
150448,278,14,2
150449,454,41,2
150450,166,22,2
150451,323,38,2
150452,319,48,2
150453,404,19,2
150454,285,35,2
150455,319,18,2
150456,166,19,2
150457,190,2,2
150458,451,31,2
150459,444,11,2
150460,334,49,2
150461,238,40,2
150462,168,50,2
150463,196,1,2
150464,321,46,2
150465,171,20,2
150466,439,30,2
150467,497,46,2
150468,407,3,2
150469,232,26,2
150470,337,49,2
150471,238,9,2
150472,328,33,2
150473,448,39,2
150474,305,1,2
150475,408,14,2
150476,438,33,2
150477,485,25,2
150478,206,29,2
150479,293,13,2
150480,426,6,2
150481,338,22,2
150482,284,31,2
150483,130,12,2
150484,226,13,2
150485,128,20,2
150486,122,46,2
150487,422,26,2
150488,189,23,2
150489,495,29,2
150490,442,7,2
150491,212,30,2
150492,279,50,2
150493,463,22,2
150494,241,4,2
150495,229,29,2
150496,110,3,2
150497,424,36,2
150498,304,38,2
150499,260,48,2
150500,228,34,2
150501,225,44,2
150502,173,16,2
150503,415,41,2
150504,411,29,2
150505,331,45,2
150506,321,13,2
150507,414,10,2
150508,372,49,2
150509,148,27,2
150510,100,39,2
150511,343,23,2
150512,207,42,2
150513,494,14,2
150514,404,36,2
150515,325,41,2
150516,431,26,2
150517,224,41,2
150518,207,29,2
150519,157,25,2
150520,370,43,2
150521,419,48,2
150522,188,21,2
150523,466,8,2
150524,228,3,2
150525,291,21,2
150526,407,31,2
150527,301,20,2
150528,130,31,2
150529,193,2,2
150530,134,10,2
150531,368,38,2
150532,408,16,2
150533,454,38,2
150534,209,48,2
150535,439,28,2
150536,474,45,2
150537,300,37,2
150538,241,25,2
150539,388,47,2
150540,116,24,2
150541,215,46,2
150542,228,42,2
150543,224,48,2
150544,334,3,2
150545,328,31,2
150546,110,16,2
150547,384,31,2
150548,294,21,2
150549,154,17,2
150550,303,5,2
150551,319,12,2
150552,456,39,2
150553,204,40,2
150554,100,35,2
150555,367,8,2
150556,497,49,2
150557,459,32,2
150558,417,28,2
150559,469,25,2
150560,231,24,2
150561,288,43,2
150562,223,37,2
150563,273,25,2
150564,155,13,2
150565,152,47,2
150566,378,5,2
150567,193,19,2
150568,472,50,2
150569,425,34,2
150570,298,28,2
150571,363,33,2
150572,187,12,2
150573,217,47,2
150574,348,27,2
150575,282,6,2
150576,135,36,2
150577,343,41,2
150578,168,26,2
150579,292,6,2
150580,479,19,2
150581,365,28,2
150582,131,31,2
150583,461,20,2
150584,470,46,2
150585,299,19,2
150586,301,14,2
150587,276,33,2
150588,211,24,2
150589,404,43,2
150590,317,48,2
150591,464,36,2
150592,299,35,2
150593,380,30,2
150594,376,2,2
150595,140,43,2
150596,484,44,2
150597,451,48,2
150598,365,28,2
150599,111,45,2
150600,102,30,2
150601,132,23,2
150602,105,46,2
150603,201,20,2
150604,373,6,2
150605,430,6,2
150606,113,44,2
150607,372,2,2
150608,221,33,2
150609,157,29,2
150610,396,21,2
150611,445,36,2
150612,300,30,2
150613,105,10,2
150614,494,46,2
150615,351,31,2
150616,149,14,2
150617,102,7,2
150618,217,3,2
150619,174,9,2
150620,265,50,2
150621,231,40,2
150622,305,11,2
150623,443,50,2
150624,323,22,2
150625,438,3,2
150626,470,32,2
150627,368,14,2
150628,292,8,2
150629,367,21,2
150630,101,31,2
150631,231,16,2
150632,372,38,2
150633,116,2,2
150634,127,44,2
150635,489,17,2
150636,233,29,2
150637,384,37,2
150638,449,34,2
150639,329,28,2
150640,276,26,2
150641,275,36,2
150642,480,21,2
150643,210,9,2
150644,479,32,2
150645,355,39,2
150646,289,48,2
150647,347,19,2
150648,384,39,2
150649,493,20,2
150650,223,15,2
150651,259,37,2
150652,199,10,2
150653,304,9,2
150654,147,11,2
150655,317,33,2
150656,290,46,2
150657,155,2,2
150658,168,37,2
150659,134,37,2
150660,482,28,2
150661,240,43,2
150662,392,33,2
150663,467,8,2
150664,199,38,2
150665,342,31,2
150666,443,14,2
150667,449,6,2
150668,399,50,2
150669,461,5,2
150670,491,2,2
150671,419,35,2
150672,240,50,2
150673,206,42,2
150674,305,21,2
150675,283,34,2
150676,236,41,2
150677,105,44,2
150678,224,37,2
150679,395,4,2
150680,484,3,2
150681,122,40,2
150682,134,39,2
150683,210,9,2
150684,369,47,2
150685,258,40,2
150686,185,48,2
150687,202,15,2
150688,395,36,2
150689,327,1,2
150690,264,24,2
150691,135,31,2
150692,153,43,2
150693,148,39,2
150694,174,11,2
150695,367,34,2
150696,107,7,2
150697,334,33,2
150698,198,32,2
150699,314,36,2
150700,384,4,2
150701,493,29,2
150702,372,30,2
150703,353,22,2
150704,331,8,2
150705,454,35,2
150706,195,1,2
150707,447,32,2
150708,446,22,2
150709,369,12,2
150710,204,16,2
150711,398,6,2
150712,168,6,2
150713,119,25,2
150714,484,37,2
150715,115,15,2
150716,493,25,2
150717,375,49,2
150718,323,35,2
150719,103,34,2
150720,290,1,2
150721,107,41,2
150722,321,44,2
150723,466,33,2
150724,332,19,2
150725,218,43,2
150726,139,14,2
150727,472,17,2
150728,434,18,2
150729,174,30,2
150730,455,17,2
150731,154,2,2
150732,409,13,2
150733,468,50,2
150734,282,14,2
150735,227,32,2
150736,120,10,2
150737,191,3,2
150738,155,48,2
150739,429,23,2
150740,382,13,2
150741,484,36,2
150742,133,15,2
150743,350,38,2
150744,367,7,2
150745,395,44,2
150746,402,16,2
150747,218,25,2
150748,319,44,2
150749,175,13,2
150750,326,8,2
150751,360,15,2
150752,191,1,2
150753,142,22,2
150754,412,17,2
150755,393,2,2
150756,132,13,2
150757,104,20,2
150758,253,22,2
150759,192,15,2
150760,448,24,2
150761,240,42,2
150762,395,14,2
150763,116,13,2
150764,302,1,2
150765,488,34,2
150766,480,45,2
150767,195,1,2
150768,384,36,2
150769,430,13,2
150770,272,8,2
150771,172,33,2
150772,169,38,2
150773,145,44,2
150774,355,33,2
150775,141,42,2
150776,191,19,2
150777,253,18,2
150778,439,47,2
150779,271,42,2
150780,220,49,2
150781,426,46,2
150782,194,37,2
150783,213,32,2
150784,297,17,2
150785,165,12,2
150786,347,5,2
150787,112,43,2
150788,184,23,2
150789,144,43,2
150790,100,28,2
150791,165,24,2
150792,254,14,2
150793,252,49,2
150794,152,17,2
150795,347,21,2
150796,136,20,2
150797,489,6,2
150798,237,6,2
150799,248,30,2
150800,287,39,2
150801,126,14,2
150802,453,3,2
150803,466,14,2
150804,392,16,2
150805,195,24,2
150806,251,41,2
150807,112,40,2
150808,439,46,2
150809,147,50,2
150810,485,2,2
150811,155,33,2
150812,337,34,2
150813,344,39,2
150814,443,30,2
150815,168,5,2
150816,266,42,2
150817,218,48,2
150818,354,46,2
150819,290,26,2
150820,463,49,2
150821,312,39,2
150822,185,47,2
150823,344,50,2
150824,193,13,2
150825,287,8,2
150826,322,36,2
150827,245,10,2
150828,391,20,2
150829,347,35,2
150830,219,8,2
150831,458,20,2
150832,341,35,2
150833,130,47,2
150834,129,9,2
150835,327,36,2
150836,251,24,2
150837,311,11,2
150838,261,42,2
150839,273,48,2
150840,415,7,2
150841,276,43,2
150842,148,19,2
150843,270,40,2
150844,172,42,2
150845,284,45,2
150846,428,22,2
150847,387,7,2
150848,388,18,2
150849,172,22,2
150850,465,43,2
150851,333,30,2
150852,280,18,2
150853,159,38,2
150854,442,11,2
150855,159,1,2
150856,152,38,2
150857,107,7,2
150858,294,3,2
150859,427,13,2
150860,334,41,2
150861,290,30,2
150862,391,7,2
150863,329,38,2
150864,467,22,2
150865,146,46,2
150866,134,50,2
150867,477,12,2
150868,229,24,2
150869,162,3,2
150870,189,29,2
150871,145,18,2
150872,332,17,2
150873,121,41,2
150874,372,12,2
150875,186,23,2
150876,496,23,2
150877,500,29,2
150878,121,26,2
150879,485,16,2
150880,494,44,2
150881,447,4,2
150882,461,38,2
150883,345,36,2
150884,280,9,2
150885,194,9,2
150886,156,49,2
150887,108,18,2
150888,484,18,2
150889,460,13,2
150890,413,22,2
150891,336,26,2
150892,365,26,2
150893,211,19,2
150894,130,2,2
150895,203,6,2
150896,269,36,2
150897,492,2,2
150898,367,47,2
150899,346,43,2
150900,299,39,2
150901,451,10,2
150902,165,30,2
150903,354,19,2
150904,203,13,2
150905,326,32,2
150906,457,28,2
150907,426,36,2
150908,336,35,2
150909,363,46,2
150910,394,19,2
150911,271,1,2
150912,118,41,2
150913,100,5,2
150914,207,16,2
150915,415,32,2
150916,180,8,2
150917,264,50,2
150918,328,8,2
150919,210,41,2
150920,468,48,2
150921,291,22,2
150922,263,21,2
150923,311,44,2
150924,373,15,2
150925,201,19,2
150926,359,26,2
150927,491,22,2
150928,221,37,2
150929,230,45,2
150930,235,17,2
150931,414,4,2
150932,188,6,2
150933,388,1,2
150934,390,48,2
150935,494,50,2
150936,213,45,2
150937,364,3,2
150938,204,16,2
150939,223,26,2
150940,293,45,2
150941,342,10,2
150942,426,35,2
150943,189,15,2
150944,157,2,2
150945,115,38,2
150946,339,49,2
150947,477,2,2
150948,442,1,2
150949,382,12,2
150950,278,28,2
150951,314,30,2
150952,493,13,2
150953,274,31,2
150954,316,44,2
150955,323,5,2
150956,241,26,2
150957,197,41,2
150958,456,19,2
150959,479,2,2
150960,500,39,2
150961,251,31,2
150962,386,50,2
150963,391,45,2
150964,251,32,2
150965,477,25,2
150966,464,2,2
150967,331,32,2
150968,340,15,2
150969,330,27,2
150970,119,40,2
150971,314,9,2
150972,461,31,2
150973,323,46,2
150974,215,16,2
150975,179,42,2
150976,198,31,2
150977,456,11,2
150978,138,21,2
150979,410,33,2
150980,195,38,2
150981,437,10,2
150982,285,14,2
150983,175,32,2
150984,197,29,2
150985,177,23,2
150986,492,8,2
150987,470,30,2
150988,206,26,2
150989,455,34,2
150990,446,44,2
150991,368,47,2
150992,208,32,2
150993,305,20,2
150994,378,19,2
150995,395,44,2
150996,159,36,2
150997,472,7,2
150998,116,24,2
150999,140,11,2
151000,416,19,2
151001,188,33,2
151002,396,43,2
151003,371,36,2
151004,416,1,2
151005,227,21,2
151006,316,39,2
151007,351,6,2
151008,295,5,2
151009,271,11,2
151010,290,21,2
151011,296,43,2
151012,347,7,2
151013,163,29,2
151014,234,5,2
151015,317,8,2
151016,392,32,2
151017,124,23,2
151018,334,31,2
151019,390,17,2
151020,302,16,2
151021,499,36,2
151022,318,48,2
151023,393,3,2
151024,209,45,2
151025,393,19,2
151026,192,24,2
151027,259,44,2
151028,177,11,2
151029,211,47,2
151030,156,1,2
151031,116,49,2
151032,165,14,2
151033,382,37,2
151034,112,25,2
151035,241,48,2
151036,458,34,2
151037,203,37,2
151038,311,3,2
151039,359,14,2
151040,406,34,2
151041,300,12,2
151042,407,35,2
151043,432,17,2
151044,344,37,2
151045,479,17,2
151046,427,26,2
151047,194,40,2
151048,448,45,2
151049,368,44,2
151050,484,34,2
151051,248,2,2
151052,259,1,2
151053,420,43,2
151054,350,45,2
151055,386,30,2
151056,123,36,2
151057,428,37,2
151058,186,15,2
151059,236,38,2
151060,493,49,2
151061,112,29,2
151062,347,2,2
151063,438,25,2
151064,131,22,2
151065,378,37,2
151066,135,35,2
151067,423,46,2
151068,105,4,2
151069,385,42,2
151070,163,16,2
151071,489,31,2
151072,341,19,2
151073,123,11,2
151074,422,16,2
151075,124,11,2
151076,417,38,2
151077,239,10,2
151078,250,3,2
151079,156,32,2
151080,363,1,2
151081,448,1,2
151082,248,22,2
151083,215,18,2
151084,287,13,2
151085,308,37,2
151086,195,21,2
151087,119,9,2
151088,446,41,2
151089,191,24,2
151090,201,49,2
151091,255,46,2
151092,410,12,2
151093,136,45,2
151094,310,2,2
151095,134,33,2
151096,164,43,2
151097,139,31,2
151098,233,26,2
151099,307,2,2
151100,485,47,2
151101,454,45,2
151102,474,34,2
151103,138,16,2
151104,299,38,2
151105,338,25,2
151106,356,30,2
151107,499,35,2
151108,453,40,2
151109,394,36,2
151110,417,11,2
151111,494,31,2
151112,113,15,2
151113,498,21,2
151114,296,34,2
151115,305,49,2
151116,491,49,2
151117,489,29,2
151118,451,3,2
151119,233,22,2
151120,226,29,2
151121,180,25,2
151122,160,44,2
151123,333,31,2
151124,378,49,2
151125,358,2,2
151126,292,3,2
151127,386,13,2
151128,203,23,2
151129,487,44,2
151130,492,17,2
151131,343,30,2
151132,377,43,2
151133,446,10,2
151134,387,26,2
151135,298,30,2
151136,336,16,2
151137,376,31,2
151138,340,4,2
151139,215,24,2
151140,404,29,2
151141,132,46,2
151142,228,30,2
151143,320,29,2
151144,444,11,2
151145,263,7,2
151146,466,27,2
151147,182,8,2
151148,420,18,2
151149,310,8,2
151150,129,10,2
151151,322,18,2
151152,258,32,2
151153,293,49,2
151154,421,12,2
151155,168,47,2
151156,358,49,2
151157,366,31,2
151158,340,23,2
151159,465,47,2
151160,175,33,2
151161,379,36,2
151162,336,41,2
151163,395,8,2
151164,450,22,2
151165,335,28,2
151166,301,49,2
151167,149,23,2
151168,250,32,2
151169,146,19,2
151170,141,8,2
151171,291,42,2
151172,127,38,2
151173,348,35,2
151174,231,30,2
151175,203,31,2
151176,298,9,2
151177,477,37,2
151178,228,39,2
151179,421,34,2
151180,443,44,2
151181,349,35,2
151182,153,46,2
151183,433,14,2
151184,130,21,2
151185,429,4,2
151186,319,15,2
151187,284,3,2
151188,369,6,2
151189,475,5,2
151190,166,45,2
151191,272,4,2
151192,351,38,2
151193,128,8,2
151194,201,38,2
151195,329,24,2
151196,447,34,2
151197,259,2,2
151198,100,43,2
151199,296,13,2
151200,487,41,2
151201,167,40,2
151202,143,31,2
151203,262,7,2
151204,135,48,2
151205,409,5,2
151206,245,24,2
151207,173,44,2
151208,380,41,2
151209,123,35,2
151210,425,17,2
151211,203,32,2
151212,409,48,2
151213,359,32,2
151214,358,4,2
151215,154,19,2
151216,422,24,2
151217,103,34,2
151218,253,30,2
151219,191,10,2
151220,209,40,2
151221,445,13,2
151222,168,17,2
151223,376,21,2
151224,276,2,2
151225,282,40,2
151226,105,13,2
151227,323,2,2
151228,419,26,2
151229,197,14,2
151230,353,25,2
151231,440,49,2
151232,306,35,2
151233,309,16,2
151234,482,42,2
151235,391,32,2
151236,468,14,2
151237,210,50,2
151238,164,40,2
151239,352,39,2
151240,281,30,2
151241,266,30,2
151242,346,21,2
151243,408,5,2
151244,209,29,2
151245,110,35,2
151246,140,26,2
151247,107,14,2
151248,251,36,2
151249,146,20,2
151250,407,3,2
151251,176,36,2
151252,434,27,2
151253,419,7,2
151254,114,48,2
151255,409,23,2
151256,211,34,2
151257,443,12,2
151258,250,19,2
151259,434,18,2
151260,400,35,2
151261,141,44,2
151262,302,46,2
151263,181,10,2
151264,255,28,2
151265,245,7,2
151266,377,41,2
151267,280,41,2
151268,166,11,2
151269,221,21,2
151270,258,20,2
151271,274,23,2
151272,324,44,2
151273,142,19,2
151274,104,8,2
151275,356,27,2
151276,362,15,2
151277,350,6,2
151278,424,41,2
151279,147,14,2
151280,129,40,2
151281,475,31,2
151282,366,34,2
151283,364,13,2
151284,349,39,2
151285,119,21,2
151286,429,20,2
151287,317,5,2
151288,302,24,2
151289,273,40,2
151290,410,2,2
151291,127,4,2
151292,256,12,2
151293,367,48,2
151294,320,5,2
151295,350,50,2
151296,260,44,2
151297,274,20,2
151298,466,39,2
151299,293,14,2
151300,393,36,2
151301,308,39,2
151302,394,3,2
151303,480,17,2
151304,170,42,2
151305,227,44,2
151306,488,29,2
151307,271,38,2
151308,135,49,2
151309,284,16,2
151310,173,43,2
151311,216,43,2
151312,307,19,2
151313,358,11,2
151314,472,9,2
151315,140,16,2
151316,229,30,2
151317,243,33,2
151318,251,44,2
151319,238,29,2
151320,461,25,2
151321,314,33,2
151322,485,32,2
151323,154,15,2
151324,372,32,2
151325,190,23,2
151326,121,10,2
151327,424,22,2
151328,365,1,2
151329,111,11,2
151330,304,45,2
151331,305,29,2
151332,183,48,2
151333,106,32,2
151334,103,23,2
151335,365,21,2
151336,228,15,2
151337,147,49,2
151338,399,26,2
151339,395,2,2
151340,448,37,2
151341,335,45,2
151342,197,26,2
151343,214,2,2
151344,349,42,2
151345,371,31,2
151346,128,14,2
151347,401,36,2
151348,234,21,2
151349,416,7,2
151350,112,3,2
151351,147,50,2
151352,194,40,2
151353,193,7,2
151354,406,14,2
151355,356,41,2
151356,218,20,2
151357,430,14,2
151358,256,4,2
151359,392,23,2
151360,133,44,2
151361,319,29,2
151362,390,20,2
151363,155,7,2
151364,285,18,2
151365,478,15,2
151366,145,43,2
151367,138,16,2
151368,455,30,2
151369,212,23,2
151370,293,44,2
151371,371,29,2
151372,125,27,2
151373,342,16,2
151374,401,50,2
151375,385,30,2
151376,222,15,2
151377,346,49,2
151378,359,9,2
151379,163,9,2
151380,230,19,2
151381,383,43,2
151382,359,26,2
151383,284,37,2
151384,275,3,2
151385,227,23,2
151386,342,25,2
151387,113,29,2
151388,435,38,2
151389,470,14,2
151390,380,12,2
151391,488,37,2
151392,377,28,2
151393,316,34,2
151394,498,41,2
151395,260,21,2
151396,442,35,2
151397,412,40,2
151398,338,19,2
151399,210,11,2
151400,400,11,2
151401,484,4,2
151402,212,15,2
151403,304,10,2
151404,258,30,2
151405,413,48,2
151406,262,35,2
151407,184,23,2
151408,316,43,2
151409,290,47,2
151410,494,33,2
151411,159,15,2
151412,117,2,2
151413,114,29,2
151414,100,12,2
151415,206,7,2
151416,487,29,2
151417,198,1,2
151418,309,21,2
151419,480,13,2
151420,127,10,2
151421,188,11,2
151422,287,27,2
151423,286,19,2
151424,274,33,2
151425,384,35,2
151426,252,25,2
151427,451,48,2
151428,184,24,2
151429,262,3,2
151430,417,13,2
151431,363,20,2
151432,306,44,2
151433,100,34,2
151434,230,32,2
151435,327,13,2
151436,276,19,2
151437,362,33,2
151438,286,40,2
151439,381,48,2
151440,416,19,2
151441,161,49,2
151442,395,40,2
151443,231,16,2
151444,188,47,2
151445,132,14,2
151446,160,3,2
151447,315,21,2
151448,140,40,2
151449,380,11,2
151450,167,18,2
151451,186,4,2
151452,383,31,2
151453,219,30,2
151454,118,24,2
151455,352,9,2
151456,109,41,2
151457,204,43,2
151458,401,11,2
151459,385,42,2
151460,249,41,2
151461,382,48,2
151462,158,50,2
151463,232,42,2
151464,378,10,2
151465,497,43,2
151466,363,31,2
151467,126,28,2
151468,318,22,2
151469,479,4,2
151470,155,17,2
151471,139,5,2
151472,201,34,2
151473,197,48,2
151474,383,43,2
151475,331,14,2
151476,372,3,2
151477,407,44,2
151478,385,1,2
151479,356,48,2
151480,248,4,2
151481,200,25,2
151482,356,23,2
151483,183,31,2
151484,340,24,2
151485,485,42,2
151486,385,45,2
151487,102,14,2
151488,358,1,2
151489,353,24,2
151490,275,12,2
151491,164,30,2
151492,155,2,2
151493,345,35,2
151494,474,12,2
151495,186,40,2
151496,111,7,2
151497,211,49,2
151498,333,46,2
151499,273,1,2
151500,289,28,2
151501,478,11,2
151502,207,25,2
151503,243,26,2
151504,199,40,2
151505,235,45,2
151506,198,36,2
151507,233,44,2
151508,219,39,2
151509,394,2,2
151510,467,36,2
151511,414,46,2
151512,472,5,2
151513,310,46,2
151514,280,33,2
151515,112,44,2
151516,118,38,2
151517,448,32,2
151518,220,48,2
151519,404,20,2
151520,240,50,2
151521,359,14,2
151522,196,37,2
151523,187,29,2
151524,408,37,2
151525,225,11,2
151526,458,38,2
151527,377,6,2
151528,473,10,2
151529,303,45,2
151530,114,43,2
151531,139,23,2
151532,336,11,2
151533,495,14,2
151534,278,18,2
151535,296,39,2
151536,111,47,2
151537,173,24,2
151538,495,43,2
151539,320,46,2
151540,101,10,2
151541,121,45,2
151542,326,38,2
151543,348,6,2
151544,286,23,2
151545,302,25,2
151546,151,45,2
151547,300,35,2
151548,144,11,2
151549,286,15,2
