conversion_id,click_id,revenue,quarter_file
8207,152590,1.251276,2
8208,152597,0.5152359999999999,2
8209,152606,1.494833,2
8210,152627,1.464895,2
8211,152638,1.4169180000000001,2
8212,152643,0.9331,2
8213,152657,1.182416,2
8214,152663,1.013332,2
8215,152702,0.506963,2
8216,152720,0.737276,2
8217,152739,0.7394729999999999,2
8218,152750,1.436021,2
8219,152836,1.3820139999999999,2
8220,152838,0.895501,2
8221,152858,0.309814,2
8222,152867,1.3859629999999998,2
8223,152870,0.745738,2
8224,152878,0.636213,2
8225,152901,0.371979,2
8226,152914,0.534193,2
8227,152920,0.685132,2
8228,152923,0.7692,2
8229,152933,1.454121,2
8230,152969,0.780716,2
8231,152981,0.541932,2
8232,153030,0.365589,2
8233,153031,0.344658,2
8234,153035,1.268665,2
8235,153040,1.498048,2
8236,153047,0.807617,2
8237,153065,1.238335,2
8238,153084,0.493626,2
8239,153095,1.392754,2
8240,153096,0.9002479999999999,2
8241,153113,0.975835,2
8242,153121,0.7643449999999999,2
8243,153122,1.273305,2
8244,153138,0.40660100000000005,2
8245,153164,1.455525,2
8246,153168,1.0853709999999999,2
8247,153212,0.30525399999999997,2
8248,153225,0.86211,2
8249,153228,0.6861649999999999,2
8250,153241,1.13953,2
8251,153243,1.478569,2
8252,153246,0.796775,2
8253,153253,1.04231,2
8254,153256,1.0589389999999999,2
8255,153284,0.6434300000000001,2
8256,153324,1.133025,2
8257,153326,0.396835,2
8258,153330,1.150731,2
8259,153335,0.340896,2
8260,153338,0.702557,2
8261,153344,0.305676,2
8262,153355,0.8333219999999999,2
8263,153376,0.497825,2
8264,153379,0.970144,2
8265,153389,0.9864649999999999,2
8266,153402,1.412487,2
8267,153427,0.40027399999999996,2
8268,153434,0.928323,2
8269,153453,1.321401,2
8270,153454,1.019777,2
8271,153488,0.800085,2
8272,153495,1.427001,2
8273,153512,1.393875,2
8274,153518,1.2722870000000002,2
8275,153545,1.325753,2
8276,153558,0.6587930000000001,2
8277,153564,1.330279,2
8278,153572,0.805349,2
8279,153592,1.176756,2
8280,153607,1.334781,2
8281,153621,0.886757,2
8282,153623,0.649005,2
8283,153627,0.502075,2
8284,153633,0.383164,2
8285,153639,0.803326,2
8286,153649,1.482748,2
8287,153657,1.207711,2
8288,153686,0.782862,2
8289,153697,1.11533,2
8290,153708,1.3793309999999999,2
8291,153715,1.340631,2
8292,153719,1.403493,2
8293,153723,1.468283,2
8294,153747,0.423443,2
8295,153753,1.474422,2
8296,153759,1.067947,2
8297,153790,1.057847,2
8298,153791,0.801513,2
8299,153827,1.137933,2
8300,153830,0.999331,2
8301,153837,0.854593,2
8302,153868,0.782948,2
8303,153875,1.0128270000000001,2
8304,153909,1.362571,2
8305,153912,1.2806629999999999,2
8306,153923,1.356757,2
8307,153925,0.7210850000000001,2
8308,153932,0.619966,2
8309,153937,1.427545,2
8310,153953,1.392938,2
8311,153973,1.130428,2
8312,154016,0.710217,2
8313,154023,0.9001,2
8314,154072,0.956151,2
8315,154074,1.449865,2
8316,154079,1.3216139999999998,2
8317,154082,0.808103,2
8318,154097,0.45118100000000005,2
8319,154100,1.156176,2
8320,154169,1.213334,2
8321,154186,0.815334,2
8322,154199,0.45442,2
8323,154204,0.403281,2
8324,154224,0.328903,2
8325,154230,0.586969,2
8326,154232,0.538385,2
8327,154237,0.43786800000000003,2
8328,154251,1.057489,2
8329,154300,0.646217,2
8330,154379,0.5264840000000001,2
8331,154414,1.334993,2
8332,154415,1.392335,2
8333,154416,1.321869,2
8334,154439,1.203325,2
8335,154463,1.2366540000000001,2
8336,154479,0.6819609999999999,2
8337,154487,1.3776629999999999,2
8338,154489,1.251257,2
8339,154509,0.35770599999999997,2
8340,154517,0.43834300000000004,2
8341,154530,0.46975,2
8342,154532,0.726156,2
8343,154564,0.523886,2
8344,154567,0.6718,2
8345,154583,1.215671,2
8346,154594,1.305038,2
8347,154595,0.72733,2
8348,154597,0.661827,2
8349,154604,0.46979,2
8350,154610,0.38757600000000003,2
8351,154615,0.645787,2
8352,154695,1.375025,2
8353,154705,1.164635,2
8354,154709,0.698593,2
8355,154710,1.461808,2
8356,154724,0.690248,2
8357,154727,0.362398,2
8358,154744,0.763328,2
8359,154754,1.303092,2
8360,154756,0.660756,2
8361,154782,1.212201,2
8362,154805,0.772842,2
8363,154809,0.424371,2
8364,154811,1.072131,2
8365,154829,0.995909,2
8366,154834,1.132091,2
8367,154839,0.47613199999999994,2
8368,154862,0.829866,2
8369,154879,0.6579,2
8370,154883,0.583021,2
8371,154896,0.8521780000000001,2
8372,154899,1.3604459999999998,2
8373,154906,0.315031,2
8374,154940,1.484874,2
8375,154941,1.18085,2
8376,154948,1.1981629999999999,2
8377,154954,1.086215,2
8378,154957,1.487154,2
8379,154958,1.318366,2
8380,154973,0.410621,2
8381,154977,1.0967,2
8382,154993,0.5416310000000001,2
8383,155001,1.145526,2
8384,155006,1.124668,2
8385,155070,1.279344,2
8386,155102,0.850458,2
8387,155140,1.189867,2
8388,155147,0.540108,2
8389,155170,0.88151,2
8390,155181,0.658184,2
8391,155216,0.775514,2
8392,155232,1.098857,2
8393,155241,0.534708,2
8394,155243,1.44245,2
8395,155250,1.2234770000000001,2
8396,155255,0.814312,2
8397,155263,0.710244,2
8398,155269,0.9969379999999999,2
8399,155287,1.128111,2
8400,155289,0.609661,2
8401,155296,0.331751,2
8402,155323,0.945225,2
8403,155342,0.404982,2
8404,155344,0.643189,2
8405,155351,0.44023500000000004,2
8406,155352,0.489551,2
8407,155356,1.251551,2
8408,155379,1.379061,2
8409,155403,0.66014,2
8410,155425,0.636389,2
8411,155457,0.985342,2
8412,155471,0.761709,2
8413,155488,0.956514,2
8414,155495,0.678269,2
8415,155496,1.255917,2
8416,155498,1.2297,2
8417,155506,0.769296,2
8418,155521,1.455331,2
8419,155522,0.83095,2
8420,155529,1.272038,2
8421,155548,0.70124,2
8422,155552,1.359872,2
8423,155565,0.43758800000000003,2
8424,155605,0.685341,2
8425,155613,0.821958,2
8426,155614,0.503728,2
8427,155634,0.62569,2
8428,155660,0.334494,2
8429,155672,0.680458,2
8430,155674,0.7766350000000001,2
8431,155678,1.221236,2
8432,155686,1.103665,2
8433,155690,1.258375,2
8434,155715,0.722477,2
8435,155723,0.46466499999999994,2
8436,155725,0.419153,2
8437,155732,1.005651,2
8438,155757,0.993079,2
8439,155761,1.380207,2
8440,155762,0.930034,2
8441,155774,0.7954859999999999,2
8442,155776,0.9351219999999999,2
8443,155780,0.939526,2
8444,155789,1.463272,2
8445,155792,0.665451,2
8446,155794,0.761469,2
8447,155815,1.387743,2
8448,155826,1.457013,2
8449,155877,0.896573,2
8450,155897,1.045643,2
8451,155910,0.38260500000000003,2
8452,155914,0.9982700000000001,2
8453,155926,0.631779,2
8454,155935,1.086977,2
8455,155938,0.38545799999999997,2
8456,155946,1.203474,2
8457,155953,1.214551,2
8458,155955,1.2598049999999998,2
8459,155971,1.240505,2
8460,155986,0.736822,2
8461,156000,1.015601,2
8462,156043,0.558958,2
8463,156060,0.48826800000000004,2
8464,156061,0.988085,2
8465,156077,0.44564799999999993,2
8466,156082,0.42073299999999997,2
8467,156090,0.667207,2
8468,156115,0.652817,2
8469,156121,0.6446,2
8470,156124,0.869727,2
8471,156129,0.699308,2
8472,156137,1.1190149999999999,2
8473,156141,1.416592,2
8474,156150,1.496757,2
8475,156182,1.119892,2
8476,156215,0.43758800000000003,2
8477,156232,0.736363,2
8478,156237,1.097947,2
8479,156248,0.8021229999999999,2
8480,156256,1.069923,2
8481,156284,1.079224,2
8482,156290,1.1180139999999998,2
8483,156302,0.638034,2
8484,156315,1.180876,2
8485,156328,0.611093,2
8486,156337,0.781644,2
8487,156354,0.402341,2
8488,156386,1.309749,2
8489,156389,1.165345,2
8490,156398,1.4935479999999999,2
8491,156404,0.486051,2
8492,156433,0.8329200000000001,2
8493,156441,0.676966,2
8494,156450,0.497621,2
8495,156459,1.2266920000000001,2
8496,156460,0.326577,2
8497,156468,1.165931,2
8498,156483,0.985293,2
8499,156489,0.908101,2
8500,156491,1.026251,2
8501,156492,1.318242,2
8502,156499,0.8378180000000001,2
8503,156510,1.481333,2
8504,156517,1.277724,2
8505,156531,0.6767310000000001,2
8506,156560,0.566466,2
8507,156566,0.586853,2
8508,156572,1.051224,2
8509,156596,0.49957799999999997,2
8510,156611,0.784922,2
8511,156662,1.006502,2
8512,156690,0.502743,2
8513,156712,1.352143,2
8514,156719,1.222204,2
8515,156723,0.711991,2
8516,156759,1.031736,2
8517,156769,0.43756300000000004,2
8518,156785,0.85151,2
8519,156813,1.373653,2
8520,156822,1.145094,2
8521,156825,0.6395529999999999,2
8522,156843,1.368255,2
8523,156851,0.631741,2
8524,156899,1.407834,2
8525,156927,0.447437,2
8526,156984,1.38133,2
8527,157036,1.459646,2
8528,157068,0.685063,2
8529,157085,1.471801,2
8530,157100,0.316269,2
8531,157113,0.9453370000000001,2
8532,157123,1.2777610000000001,2
8533,157129,0.818145,2
8534,157152,1.286575,2
8535,157155,1.469592,2
8536,157161,0.606101,2
8537,157163,0.9540190000000001,2
8538,157175,0.343559,2
8539,157192,0.678357,2
8540,157196,0.8953,2
8541,157206,1.245015,2
8542,157251,1.381729,2
8543,157286,0.842076,2
8544,157311,1.181546,2
8545,157319,0.860015,2
8546,157323,0.386932,2
8547,157336,0.992216,2
8548,157342,0.489129,2
8549,157349,0.342149,2
8550,157368,0.329306,2
8551,157378,0.9267340000000001,2
8552,157411,1.492212,2
8553,157415,0.48868,2
8554,157418,0.348528,2
8555,157422,1.2820040000000001,2
8556,157429,0.632612,2
8557,157467,0.491486,2
8558,157475,1.185694,2
8559,157477,1.210774,2
8560,157500,1.427265,2
8561,157535,0.30678,2
8562,157540,1.428834,2
8563,157547,0.36699699999999996,2
8564,157549,0.719029,2
8565,157563,0.34820300000000004,2
8566,157564,0.44303100000000006,2
8567,157570,1.028106,2
8568,157571,1.18829,2
8569,157577,1.455188,2
8570,157579,1.1731530000000001,2
8571,157597,1.379682,2
8572,157612,0.541337,2
8573,157613,0.857137,2
8574,157616,1.25409,2
8575,157621,0.8472069999999999,2
8576,157625,0.450985,2
8577,157630,1.483182,2
8578,157700,0.8464719999999999,2
8579,157701,1.3604889999999998,2
8580,157739,1.130863,2
8581,157741,0.601418,2
8582,157743,1.361752,2
8583,157754,1.151247,2
8584,157764,1.204345,2
8585,157767,1.441009,2
8586,157776,0.352995,2
8587,157816,1.468692,2
8588,157817,1.271767,2
8589,157820,0.441121,2
8590,157824,0.490097,2
8591,157829,0.5699380000000001,2
8592,157832,0.794868,2
8593,157867,0.379148,2
8594,157871,1.452144,2
8595,157878,1.377094,2
8596,157885,0.651045,2
8597,157889,1.377203,2
8598,157890,0.49333699999999997,2
8599,157938,0.7690140000000001,2
8600,157947,1.309705,2
8601,157973,0.65004,2
8602,157974,0.5189229999999999,2
8603,157979,1.133722,2
8604,158000,1.340975,2
8605,158106,0.48433000000000004,2
8606,158107,0.9221239999999999,2
8607,158120,0.45187299999999997,2
8608,158124,0.328853,2
8609,158131,0.342482,2
8610,158149,0.9607129999999999,2
8611,158160,0.314214,2
8612,158204,1.362017,2
8613,158214,1.409769,2
8614,158221,0.755368,2
8615,158223,1.170878,2
8616,158242,0.39636,2
8617,158272,0.509617,2
8618,158307,1.446075,2
8619,158309,1.397622,2
8620,158310,0.672546,2
8621,158329,1.011571,2
8622,158359,1.0821690000000002,2
8623,158368,1.1256540000000002,2
8624,158371,1.27003,2
8625,158373,1.448444,2
8626,158395,0.43310200000000004,2
8627,158396,1.232912,2
8628,158399,1.318976,2
8629,158404,0.418627,2
8630,158426,0.942177,2
8631,158436,1.467222,2
8632,158439,0.989848,2
8633,158442,0.499224,2
8634,158454,0.8028420000000001,2
8635,158466,0.605521,2
8636,158483,0.914033,2
8637,158510,1.006429,2
8638,158525,0.429605,2
8639,158554,0.9906280000000001,2
8640,158571,0.974268,2
8641,158593,0.8443620000000001,2
8642,158594,0.69431,2
8643,158611,0.857023,2
8644,158628,0.636864,2
8645,158636,1.041883,2
8646,158645,0.324231,2
8647,158652,0.6685479999999999,2
8648,158698,0.817747,2
8649,158748,0.604751,2
8650,158761,1.274302,2
8651,158775,0.9078879999999999,2
8652,158781,1.488633,2
8653,158809,0.9841030000000001,2
8654,158812,0.395998,2
8655,158813,0.778295,2
8656,158815,0.98011,2
8657,158825,1.1832690000000001,2
8658,158834,0.36595500000000003,2
8659,158848,0.920343,2
8660,158864,0.48382299999999995,2
8661,158868,0.544193,2
8662,158873,0.715245,2
8663,158896,0.637012,2
8664,158902,1.2675040000000002,2
8665,158909,1.339758,2
8666,158925,1.0823200000000002,2
8667,158947,1.352468,2
8668,158953,1.306043,2
8669,158994,0.329137,2
8670,159048,1.0899379999999999,2
8671,159050,1.302424,2
8672,159058,1.170919,2
8673,159068,1.0359260000000001,2
8674,159080,0.958161,2
8675,159084,0.687992,2
8676,159088,0.44930699999999996,2
8677,159108,1.051958,2
8678,159138,1.298038,2
8679,159159,0.48883699999999997,2
8680,159192,1.046043,2
8681,159196,1.491027,2
8682,159213,1.200744,2
8683,159225,0.437626,2
8684,159234,0.377512,2
8685,159235,0.9472280000000001,2
8686,159270,0.558211,2
8687,159282,1.335795,2
8688,159296,1.1639629999999999,2
8689,159312,0.716472,2
8690,159317,0.9115479999999999,2
8691,159324,0.32497800000000004,2
8692,159325,0.832725,2
8693,159326,0.336476,2
8694,159354,1.2401149999999999,2
8695,159356,1.016829,2
8696,159382,1.0151459999999999,2
8697,159414,0.9053969999999999,2
8698,159461,1.076288,2
8699,159473,1.20123,2
8700,159481,1.048682,2
8701,159483,0.653007,2
8702,159489,0.414022,2
8703,159508,0.37598899999999996,2
8704,159513,0.687769,2
8705,159519,0.637552,2
8706,159531,1.175245,2
8707,159533,1.3478629999999998,2
8708,159534,0.788924,2
8709,159549,0.884667,2
8710,159566,0.502895,2
8711,159569,1.153175,2
8712,159572,1.460321,2
8713,159593,0.930635,2
8714,159605,0.863452,2
8715,159660,0.9065639999999999,2
8716,159675,0.6058520000000001,2
8717,159722,0.928852,2
8718,159731,0.5720149999999999,2
8719,159732,0.5849479999999999,2
8720,159739,0.664996,2
8721,159747,1.24813,2
8722,159774,0.694387,2
8723,159781,0.97315,2
8724,159784,0.506393,2
8725,159796,0.406179,2
8726,159804,0.357125,2
8727,159812,0.657134,2
8728,159898,0.781198,2
8729,159914,0.971413,2
8730,159929,1.140673,2
8731,159959,1.133516,2
8732,159962,0.6994199999999999,2
8733,159970,0.380375,2
8734,159975,1.182409,2
8735,159980,0.382137,2
8736,159991,0.9275549999999999,2
8737,159995,1.2982799999999999,2
8738,160027,0.995001,2
8739,160041,0.5898939999999999,2
8740,160057,1.098474,2
8741,160059,1.417601,2
8742,160066,0.39048499999999997,2
8743,160087,1.363639,2
8744,160095,1.4125290000000001,2
8745,160097,1.014058,2
8746,160098,0.968515,2
8747,160101,0.546864,2
8748,160109,0.409043,2
8749,160119,0.41525100000000004,2
8750,160164,1.328174,2
8751,160165,0.878094,2
8752,160175,0.44303000000000003,2
8753,160184,0.334401,2
8754,160188,1.050181,2
8755,160194,0.462508,2
8756,160221,0.546863,2
8757,160227,0.6994600000000001,2
8758,160237,0.429256,2
8759,160241,1.221968,2
8760,160245,1.026082,2
8761,160267,1.42479,2
8762,160268,0.7151850000000001,2
8763,160282,1.177054,2
8764,160318,0.6685,2
8765,160320,1.0186709999999999,2
8766,160351,0.587312,2
8767,160357,0.788406,2
8768,160366,0.594712,2
8769,160370,1.290386,2
8770,160383,0.752818,2
8771,160389,1.226324,2
8772,160392,1.426472,2
8773,160394,0.7276020000000001,2
8774,160415,0.605651,2
8775,160421,0.416358,2
8776,160431,1.3601459999999999,2
8777,160435,0.664669,2
8778,160469,0.714478,2
8779,160491,0.880782,2
8780,160492,0.72748,2
8781,160496,1.0226870000000001,2
8782,160504,0.821558,2
8783,160530,1.030996,2
8784,160548,0.622451,2
8785,160575,1.045669,2
8786,160578,0.702505,2
8787,160580,0.832327,2
8788,160592,0.347273,2
8789,160608,1.095314,2
8790,160623,1.0088540000000001,2
8791,160626,1.199441,2
8792,160629,1.133434,2
8793,160638,0.41002299999999997,2
8794,160643,1.019799,2
8795,160652,1.404672,2
8796,160669,1.099177,2
8797,160678,0.607003,2
8798,160691,1.2931709999999998,2
8799,160706,0.581307,2
8800,160724,1.370227,2
8801,160725,1.065548,2
8802,160730,0.6515890000000001,2
8803,160731,0.6017399999999999,2
8804,160734,0.45765500000000003,2
8805,160735,1.439195,2
8806,160755,0.7423489999999999,2
8807,160756,1.223515,2
8808,160759,1.323104,2
8809,160765,0.471484,2
8810,160768,1.1648049999999999,2
8811,160778,0.560233,2
8812,160779,1.1105209999999999,2
8813,160816,1.092792,2
8814,160858,0.802283,2
8815,160874,1.480236,2
8816,160889,1.33362,2
8817,160898,1.124396,2
8818,160910,1.250328,2
8819,160922,1.286941,2
8820,160923,0.441143,2
8821,160928,0.383842,2
8822,160930,1.047088,2
8823,160938,0.652054,2
8824,160946,1.065596,2
8825,160978,0.850664,2
8826,160998,0.930399,2
8827,161029,0.6826720000000001,2
8828,161032,0.703442,2
8829,161035,0.9132170000000001,2
8830,161040,0.887956,2
8831,161069,0.7696609999999999,2
8832,161079,0.931679,2
8833,161093,0.9764139999999999,2
8834,161106,0.730362,2
8835,161107,0.38514899999999996,2
8836,161109,0.383531,2
8837,161113,0.391032,2
8838,161124,1.390069,2
8839,161128,0.638698,2
8840,161139,1.164504,2
8841,161144,1.4261110000000001,2
8842,161151,0.800343,2
8843,161173,0.9860709999999999,2
8844,161197,1.2329729999999999,2
8845,161203,1.168674,2
8846,161229,0.816992,2
8847,161240,0.9242610000000001,2
8848,161252,0.881741,2
8849,161263,0.625976,2
8850,161269,0.802118,2
8851,161271,0.612627,2
8852,161280,0.582466,2
8853,161299,0.765904,2
8854,161332,1.355797,2
8855,161354,1.148876,2
8856,161400,0.31972399999999995,2
8857,161413,0.492595,2
8858,161435,0.53797,2
8859,161478,1.3173110000000001,2
8860,161519,0.39666399999999996,2
8861,161522,0.625474,2
8862,161535,1.000572,2
8863,161538,1.209314,2
8864,161551,1.254494,2
8865,161559,0.7055779999999999,2
8866,161564,0.806879,2
8867,161565,1.300477,2
8868,161573,0.860701,2
8869,161577,0.6479689999999999,2
8870,161580,0.9290299999999999,2
8871,161582,0.856057,2
8872,161583,0.769756,2
8873,161604,0.503977,2
8874,161611,1.133767,2
8875,161612,1.372067,2
8876,161626,0.9689909999999999,2
8877,161627,1.3715540000000002,2
8878,161665,1.4724469999999998,2
8879,161666,0.9418569999999999,2
8880,161671,0.49116899999999997,2
8881,161675,0.7021689999999999,2
8882,161682,1.2583280000000001,2
8883,161711,0.973526,2
8884,161738,0.453434,2
8885,161740,1.396423,2
8886,161788,0.9512860000000001,2
8887,161803,1.2564309999999999,2
8888,161826,1.064489,2
8889,161842,1.041874,2
8890,161852,0.414045,2
8891,161861,0.976094,2
8892,161882,1.10196,2
8893,161915,0.402154,2
8894,161924,0.491087,2
8895,161932,1.134579,2
8896,161959,0.512563,2
8897,161973,1.126154,2
8898,161990,0.936068,2
8899,161996,1.168418,2
8900,162035,1.086473,2
8901,162038,0.684437,2
8902,162039,0.669226,2
8903,162055,1.48881,2
8904,162058,0.953995,2
8905,162065,1.118417,2
8906,162075,1.445084,2
8907,162081,0.508722,2
8908,162082,0.8424969999999999,2
8909,162084,0.356394,2
8910,162097,1.163493,2
8911,162101,0.329733,2
8912,162118,0.89015,2
8913,162126,1.241525,2
8914,162166,1.1208049999999998,2
8915,162179,0.814184,2
8916,162192,1.063366,2
8917,162195,1.280832,2
8918,162223,1.053046,2
8919,162234,1.005462,2
8920,162247,0.479863,2
8921,162253,0.825708,2
8922,162261,1.476882,2
8923,162278,0.669478,2
8924,162288,1.0998350000000001,2
8925,162307,1.447352,2
8926,162319,0.8584209999999999,2
8927,162321,0.514672,2
8928,162345,1.297816,2
8929,162379,0.9486459999999999,2
8930,162384,1.0999370000000002,2
8931,162388,0.965153,2
8932,162389,1.365321,2
8933,162399,0.715554,2
8934,162408,1.450861,2
8935,162420,1.027316,2
8936,162424,0.809728,2
8937,162430,1.076223,2
8938,162437,0.9609709999999999,2
8939,162453,0.9743,2
8940,162457,0.5047470000000001,2
8941,162459,0.661632,2
8942,162466,0.665719,2
8943,162483,0.839512,2
8944,162484,0.720906,2
8945,162491,1.407162,2
8946,162508,0.544067,2
8947,162509,0.608933,2
8948,162522,0.791597,2
8949,162524,0.352772,2
8950,162545,1.400814,2
8951,162555,0.7578699999999999,2
8952,162571,1.10435,2
8953,162589,0.8979959999999999,2
8954,162594,0.546818,2
8955,162595,0.5253720000000001,2
8956,162607,0.461174,2
8957,162612,1.177416,2
8958,162646,0.514085,2
8959,162655,0.553573,2
8960,162662,0.33811199999999997,2
8961,162682,1.195176,2
8962,162701,1.374768,2
8963,162715,0.675021,2
8964,162721,1.449678,2
8965,162722,0.614334,2
8966,162730,0.510627,2
8967,162734,0.798466,2
8968,162757,0.580791,2
8969,162758,0.347996,2
8970,162761,0.42111000000000004,2
8971,162765,1.368911,2
8972,162809,0.367978,2
8973,162814,1.409605,2
8974,162820,1.2594969999999999,2
8975,162855,0.480959,2
8976,162882,1.241306,2
8977,162912,1.449889,2
8978,162914,1.004879,2
8979,162939,0.740124,2
8980,162951,0.437845,2
8981,162982,0.7324390000000001,2
8982,163025,0.6566810000000001,2
8983,163073,0.384017,2
8984,163079,0.678412,2
8985,163092,1.485364,2
8986,163099,0.468318,2
8987,163102,1.449697,2
8988,163140,0.579851,2
8989,163143,0.369166,2
8990,163148,0.747693,2
8991,163162,0.301702,2
8992,163194,0.461329,2
8993,163216,1.000466,2
8994,163224,1.183712,2
8995,163263,0.357484,2
8996,163273,0.656563,2
8997,163274,1.0548739999999999,2
8998,163302,1.4362,2
8999,163306,1.0176459999999998,2
